id,tweet,subtask_a,tweet_cleaned
96661,#ConstitutionDay Enforce U.S #Immigration laws Not One Set of laws for Illegal Aliens and one Set of laws for Citizens !  #Trump #MAGA #RedNationRising  #NoDACA URL,NOT,enforce us  laws not one set of laws for illegal aliens and one set of laws for citizens
91036,#BlaseyFord It’s so comical that liberals always want it both ways first women need to be treated as equals but when it comes to Ford testifying they say it’s unfair to have more men asking her questions. Which is it Dems are women equal or should we receive special treatment?,OFF,it’s so comical that liberals always want it both ways first women need to be treated as equals but when it comes to ford testifying they say it’s unfair to have more men asking her questions which is it dems are women equal or should we receive special treatment
56581,"#2A GUN CONTROL KILLS PEOPLE, THIS IS WHY WE NEED CONCEALED CARRY URL",NOT,gun control kills people this is why we need concealed carry
22882,"#Ted always has a feel for the most appropriate public behavior. But, often, he is unable to control himself. #GOPDysfunction URL",OFF,always has a feel for the most appropriate public behavior but often he is unable to control himself
66377,#FollowTheWhiteRabbit #QAnon #GreatAwakening #SpyGate #WalkAway QAnon #QArmy #MAGA #Google #MAGA Poland #FISADeclassification #DearProfessorFord URL  Dem US Senator Corey Booker molesting a 15 year old in the 80's surfaces URL,NOT,qanon     poland     dem us senator corey booker molesting a 15 year old in the 80s surfaces
40842,"@USER  Stick to Comedy ... You weren't that funny yo start with, but that political commentary of yours is pathetic !!!",OFF,stick to comedy  you werent that funny yo start with but that political commentary of yours is pathetic
73612,@USER #Holder needed to be impeached,OFF,needed to be impeached
45709,#WeAreBRONCOS This little guy loves the Broncos!!!! He is one of their biggest fan!!! #beon9 @USER URL,NOT,this little guy loves the broncos he is one of their biggest fan
21338,#BBCNews - Cleverly: There have been no cuts to the #NHS James Cleverly on #Conservatives and coalition health spending URL,NOT,cleverly there have been no cuts to the  james cleverly on  and coalition health spending
15630,2011 me was cute as hell and I love that 2015 me looks like an Antifa protestor (when really I was freezing cold in the Hunter). And I need to dye my hair again OMG I loved being a redhead. URL,NOT,2011 me was cute as hell and i love that 2015 me looks like an antifa protestor when really i was freezing cold in the hunter and i need to dye my hair again omg i loved being a redhead
15815,#BelieveAllWomen just when I think things can't get dumber.. this happens.. liberals probably don't realize this because they are children but this isn't equality. How about we treat women an men the same.. pretty sure that'll have better results for culture,OFF,just when i think things cant get dumber this happens liberals probably dont realize this because they are children but this isnt equality how about we treat women an men the same pretty sure thatll have better results for culture
53858,"#Today The two most important days in your life are the day you are born and the day you find out why."" Mark Twain""",NOT,the two most important days in your life are the day you are born and the day you find out why mark twain
89606,#TheLadyBam has spoken! ❤ She is simply the BEST! 🙏🏼 #SpreadMaryLove 👠💃 #Onward URL,NOT,has spoken  she is simply the best
30942,#media #credentials If you are POC and had a problem with @USER  please send DM me do not like this tweet,NOT,if you are poc and had a problem with   please send dm me do not like this tweet
56973,"#ALERT   A win for the Progressive Conservatives.   The Ontario Court of Appeal has granted a stay of #Bill5,  which is to cut the number of Toronto city councillors from 47 to 25.",NOT,a win for the progressive conservatives   the ontario court of appeal has granted a stay of   which is to cut the number of toronto city councillors from 47 to 25
24049,#SierraBurgessIsALoser  She is me when my phone dings 😂,OFF,she is me when my phone dings
79204,@USER #metoo are all racist!,OFF,are all racist
46229,#GOP still acting like the wimps they are.. What!? they haven’t yet realized that Liberals will hate them regardless of their sentiments.. Either Republicans are just too stupid to get out of their own way or they’re just tilted to far left.. #ConfirmKavanaughNow,OFF,still acting like the wimps they are what they haven’t yet realized that liberals will hate them regardless of their sentiments either republicans are just too stupid to get out of their own way or they’re just tilted to far left
93101,"#SerenaWilliams is NOT the first mother to be on the women's tour.  She is embarrassingly entitled and a bully.  Yes, that is Kim Clijsters winning a Major a year after having a baby.   @USER @USER @USER URL",NOT,is not the first mother to be on the womens tour  she is embarrassingly entitled and a bully  yes that is kim clijsters winning a major a year after having a baby
42196,"#TheArchers I want to be brilliant at Karate so I can kick the shit out of everyone""""",OFF,i want to be brilliant at karate so i can kick the shit out of everyone
38084,"5. FED Agency - Hijaked with info on FED Agency by extremist group secretly funded - Antifa,BLM,Soros,CIA",NOT,5 fed agency  hijaked with info on fed agency by extremist group secretly funded  antifablmsoroscia
67973,#BaldwinFundraises at K Street Firm Working Pro-Bono for Gun Control Lobby #law #TammyBaldwin #fundraiser... URL URL,NOT,at k street firm working probono for gun control lobby
72071,#AafiaSiddiqui is a convicted #terrorist but she is widely hailed as the Daughter of #Pakistan. URL,NOT,is a convicted  but she is widely hailed as the daughter of
34669,#DregsOfSociety  ??? #Deplorables   Liberals usually dehumanize those they want to exterminate later URL,OFF,liberals usually dehumanize those they want to exterminate later
66054,"#ALDUBLoveAndBeyond when you rise in life, your friends know who you are, when you fall down, you know who your friends are..",NOT,when you rise in life your friends know who you are when you fall down you know who your friends are
15607,"#Gemini woman: if she cannot change her scene, then she is liable to change the cast.",NOT,woman if she cannot change her scene then she is liable to change the cast
13959,#WCE To my favorite girl! Hope your day is as awesome as you are! URL,NOT,to my favorite girl hope your day is as awesome as you are
34575,#EmmyAwards2018 - Ratings tank as expected.  Who can possibly stand to watch so many liberals in one place at one time.,OFF,ratings tank as expected  who can possibly stand to watch so many liberals in one place at one time
27546,@USER 'Cult like' caps.  Hmm where else do we see cult like caps #MAGA  🤯🤯,NOT,cult like caps  hmm where else do we see cult like caps
69203,#Eagles are setting up a workout with Jeremy Maclin according to @USER It can't be this week though because he is still hurting.,NOT,are setting up a workout with jeremy maclin according to  it cant be this week though because he is still hurting
86385,"@USER Let's just be friends and have a civil discussion.""  So it's totally fine if he is told to his face that his life is sinful. But criticize him ever so lightly and that is not civil anymore, which deserves a block!""",NOT,lets just be friends and have a civil discussion  so its totally fine if he is told to his face that his life is sinful but criticize him ever so lightly and that is not civil anymore which deserves a block
20357,@USER #Gutierrez has always been nothing more than a #racebaiter,OFF,has always been nothing more than a
83011,#DISARMTHEM #ANTIFA  Give Jack here a participation trophy! URL,NOT,give jack here a participation trophy
80059,#CognitiveDissonanceChallenge2018  This one will be painful for conservatives. Proceed with caution. URL,NOT,this one will be painful for conservatives proceed with caution
52104,"#Chequers crashes and burns in #Strasbourg along with #May's hopes of clinging to power...…..her support ebbing away in the @USER Party, in #Parliament and in the Country.  It is time for her to load the Webley.....",NOT,crashes and burns in  along with s hopes of clinging to power…her support ebbing away in the  party in  and in the country  it is time for her to load the webley
29531,#John_Fund: Kavanaugh and Ford controversy – It's 1991 all over again and even some honest liberals are upset URL via @USER URL,NOT,kavanaugh and ford controversy – its 1991 all over again and even some honest liberals are upset  via
52445,"#Elitist #Actors #NBC #Liberals of #Dems in #Hollywood at the #Emmy Awards a 'toothless' #NBC self-promotion onslaught peppered with #MeToo cracks but it was planned, staged and okay because they are #Democrats #Socialist #Liberals of the #Left #WALKAWAY ! URL",OFF,of  in  at the  awards a toothless  selfpromotion onslaught peppered with  cracks but it was planned staged and okay because they are    of the
