id,tweet,subtask_a,subtask_b,subtask_c,subtask_c_ii,subtask_c_iii,tweet_cleaned
47168,@USER And who seems to be getting things done.,NOT,,,,,and who seems to be getting things done
53947,I added a video to a @USER playlist URL Combat mon frere vs Ismael et Maga assassin vs David le boxer (YFC 2),NOT,,,,,i added a video to a  playlist  combat mon frere vs ismael et maga assassin vs david le boxer yfc 2
49504,@USER So has the Law changed...you just make an allegation now days and your guilty until proven innocent. Liberals are mentally ill!,OFF,TIN,GRP,OTH,GRP,so has the law changedyou just make an allegation now days and your guilty until proven innocent liberals are mentally ill
66291,@USER Straight up different.  Thank Joe Biden for that one.  I also wonder the outcome if her name had been Antifa Hill.,NOT,,,,,straight up different  thank joe biden for that one  i also wonder the outcome if her name had been antifa hill
31229,@USER This game sucks donkey balls,OFF,TIN,GRP,OTH,GRP,this game sucks donkey balls
75850,@USER Yo for real you are gorgeous,NOT,,,,,yo for real you are gorgeous
88546,@USER Absolutely should be a nail in the coffin.... for Hilliary,OFF,TIN,IND,IND,,absolutely should be a nail in the coffin for hilliary
29241,@USER @USER I hope he gets on twitter so I can tell him how amazing he is. ❤😄,NOT,,,,,i hope he gets on twitter so i can tell him how amazing he is
19842,@USER Who are “they” Gun control has been tried and is a proven failure. This is why people don’t vote democrat. They refuse to admit reality. Gun control doesn’t work.,NOT,,,,,who are “they” gun control has been tried and is a proven failure this is why people don’t vote democrat they refuse to admit reality gun control doesn’t work
69232,@USER So the overwhelming liberals in the populated states can make policy for the rest of America with whom they have no clue about.  Just because California has the biggest population does not mean the U.S. shares in their values.  Get a clue Hillary.,NOT,,,,,so the overwhelming liberals in the populated states can make policy for the rest of america with whom they have no clue about  just because california has the biggest population does not mean the us shares in their values  get a clue hillary
36471,@USER @USER Doesn't he partly fund Antifa?,NOT,,,,,doesnt he partly fund antifa
32897,@USER He is a DUMBASS !!!!!,OFF,TIN,IND,IND,,he is a dumbass
62072,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ...and #LeviStrauss wanting gun control How many of us wonder why the heck do they want our freedoms taken away ~ or is it just selective freedoms? URL,OFF,TIN,GRP,OTH,GRP,and  wanting gun control how many of us wonder why the heck do they want our freedoms taken away  or is it just selective freedoms
95444,@USER At this point in time... I don't think Pres. Trump gives a sh*t... and neither do I! LOL URL,OFF,TIN,IND,IND,,at this point in time i dont think pres trump gives a sht and neither do i lol
51172,@USER @USER O.K. Conservatives get to the polls. Vote red.,NOT,,,,,ok conservatives get to the polls vote red
62481,@USER donnie jr. you and your family owe the country an apology for taking your criminal activities into OUR White House You are lining your pockets while your father is unfit and making a mockery of our republic. Shame on you and your family. Justice will prevail,OFF,TIN,IND,IND,,donnie jr you and your family owe the country an apology for taking your criminal activities into our white house you are lining your pockets while your father is unfit and making a mockery of our republic shame on you and your family justice will prevail
71895,"A Harvard/Harris Poll conducted this year found that 48 percent of black Americans said they would like to see between only one and 250,000 legal immigrants brought to the U.S. a year."" URL #MAGA #tcot""",NOT,,,,,a harvardharris poll conducted this year found that 48 percent of black americans said they would like to see between only one and 250000 legal immigrants brought to the us a year
78366,@USER Any doubt that @USER have officially become The National Socialist American Workers Party is gone. With ppl like those on @USER and @USER acting as Der Sturmer and #Antifa as their Einsatzgruppen/Waffen SS detachment.,NOT,,,,,any doubt that  have officially become the national socialist american workers party is gone with ppl like those on  and  acting as der sturmer and  as their einsatzgruppenwaffen ss detachment
39021,@USER Oh my Carmen. He is SO FRICKING CUTE,OFF,TIN,IND,IND,,oh my carmen he is so fricking cute
68840,@USER Chelsea is as crazy as her mother,OFF,TIN,IND,IND,,chelsea is as crazy as her mother
96837,@USER It's time the #Conservatives #binnedBoris and sent 'lyin Lynton back to Australia.,NOT,,,,,its time the   and sent lyin lynton back to australia
51815,@USER @USER @USER The 2015 manifesto promised me my vote back. So where is it? You think Brexit would have gone through if all the Brits in the EU27 had been allowed to vote? The referendum was gerrymandered.,NOT,,,,,the 2015 manifesto promised me my vote back so where is it you think brexit would have gone through if all the brits in the eu27 had been allowed to vote the referendum was gerrymandered
62023,"@USER   THE METOO MOVEMENT MUST BE AN EXTENSION OF ANTIFA AND IS A  COMPLETE JOKE! IF THIS MOVEMENT WASN'T SELECTIVE, JOE BIDEN WOULD BE IN COURT FOR FONDING GIRLS ON CAMERA""! URL",NOT,,,,,the metoo movement must be an extension of antifa and is a  complete joke if this movement wasnt selective joe biden would be in court for fonding girls on camera
10253,@USER @USER you are awesome! Thank you. You give humanity hope!,NOT,,,,,you are awesome thank you you give humanity hope
21367,@USER GOOBER,NOT,,,,,goober
33797,@USER Another uninformed,NOT,,,,,another uninformed
11160,@USER I forgot he is their foster child!,NOT,,,,,i forgot he is their foster child
32916,"@USER And the brainless #DEMS wants us to believe that he doesn't have the majority. Liberals is just like their leaders"" the corrupts #Obama and #CrookedHillary both are real bad losers #MAGA #TRUMP""",OFF,TIN,GRP,OTH,GRP,and the brainless  wants us to believe that he doesnt have the majority liberals is just like their leaders the corrupts  and  both are real bad losers
47427,@USER No fucking way he said this!,NOT,,,,,no fucking way he said this
87052,@USER @USER Such supposedly smart people didn't think for one moment that in the audience there are people who voted Trump and are scared shitless hearing the top brass speak that way.,NOT,,,,,such supposedly smart people didnt think for one moment that in the audience there are people who voted trump and are scared shitless hearing the top brass speak that way
29556,@USER I'm not surprised. It takes a sick woman to make this type of accusations. The kind you can only find on the far left. Liberals are praying that the really weak members of the GOP like Collins and Flake will pull back their support.,NOT,,,,,im not surprised it takes a sick woman to make this type of accusations the kind you can only find on the far left liberals are praying that the really weak members of the gop like collins and flake will pull back their support
18547,@USER @USER California gun control is direct result of white people scared of Black Panthers using their right to bear arms. NRA had no problem with that gun control!,OFF,TIN,GRP,OTH,GRP,california gun control is direct result of white people scared of black panthers using their right to bear arms nra had no problem with that gun control
32688,@USER @USER @USER @USER @USER @USER @USER @USER @USER or where 25 Oct 2005 Brazil citizens overwhelming voted “No” on the government implementing strict gun control by a factor of 63.9%  And the Brazilian government still violates that referendum everyday as Brazilians are murdered w/zero effective method of self defense,NOT,,,,,or where 25 oct 2005 brazil citizens overwhelming voted “no” on the government implementing strict gun control by a factor of 639  and the brazilian government still violates that referendum everyday as brazilians are murdered wzero effective method of self defense
57850,"...If we claim to be without sin, we deceive ourselves and the truth is not in us. If we confess our sins, he is faithful and just and will forgive us our sins and purify us from all unrighteousness. (1 John 1:5-9)""",NOT,,,,,if we claim to be without sin we deceive ourselves and the truth is not in us if we confess our sins he is faithful and just and will forgive us our sins and purify us from all unrighteousness 1 john 159
82607,@USER @USER And yet millions of permit holding people carried legally concealed firearms that same day and didn’t hurt themselves or anyone else.   But yet they want to have stronger gun control.   Idiots!  🤨  Our wonderful media has to hype incidents that fits their agenda.,OFF,TIN,GRP,OTH,GRP,and yet millions of permit holding people carried legally concealed firearms that same day and didn’t hurt themselves or anyone else   but yet they want to have stronger gun control   idiots    our wonderful media has to hype incidents that fits their agenda
82339,@USER Yes do hurt your selves gun control freaks.,OFF,TIN,GRP,OTH,GRP,yes do hurt your selves gun control freaks
98077,@USER @USER @USER @USER @USER You get more like this guy with every hysterical tweet URL,NOT,,,,,you get more like this guy with every hysterical tweet
62815,@USER He always shows dedication at what he does no wonder he is the best URL,NOT,,,,,he always shows dedication at what he does no wonder he is the best
34510,@USER @USER @USER Bullshit! Regulations are good because it keeps conservatives from striping our land into the Abyss,OFF,TIN,GRP,OTH,GRP,bullshit regulations are good because it keeps conservatives from striping our land into the abyss
